"BibNumber","MinutesStartAfterNine","FinishMinutes"
1698,60.92,168.32
1699,60.72,166.94
1700,60.85,183.34
1701,60.65,167.86
1702,61.38,266.54
1703,60.65,187.31
1705,60.45,171
1706,60.77,189.79
1707,60.37,169.97
1710,60.65,173.03
1711,60.92,167.06
1712,60.45,172.52
1713,60.78,186.77
1714,60.83,204.16
1715,60.63,189.86
1716,60.63,173.42
1717,61.92,176.78
1718,60.75,171.53
1719,60.75,196.69
1720,60.63,185.18
1722,61,186.44
1723,60.5,167.74
1724,60.87,178.99
1725,60.78,189.12
1726,63.4,192.34
1727,60.52,172.31
1729,61,169.15
1730,60.85,187.51
1733,60.68,168.55
1734,60.68,174
1735,60.6,173.87
1736,60.8,NA
1737,60.83,179.02
1738,60.45,177.87
1739,60.57,178.07
1740,60.72,198.65
1741,60.6,185.17
1743,60.75,238.39
1744,60.72,176.17
1745,60.73,176.25
1747,60.9,180.07
1748,60.8,175.67
1749,60.73,176.42
1750,60,191.57
1751,60.72,NA
1752,60.58,176.4
1753,62.1,187.52
1754,63.22,189.69
1755,60.68,172.22
1756,60.97,175.9
1757,60.65,172.54
1759,61.1,189.62
1761,60.4,163.47
1762,60.82,178.73
1763,60.57,163.2
1764,60.93,182.13
1765,60.18,171.74
1766,60.68,175.01
1768,60.87,167.65
1769,60.58,181.41
1770,60.82,190.41
1771,60.87,186.97
1772,61.02,191.83
1773,60.6,166.25
1774,60.57,169.28
1775,60.85,164.26
1776,60.95,172.54
1777,60.88,224.32
1778,60.48,169.92
1779,60.92,172.67
1780,61.03,213.34
1781,60.8,180.34
1782,61.03,216.18
1784,60.78,183.64
1785,60.6,181.2
1786,60.82,189.15
1787,60.77,168.44
1788,60.6,171.72
1789,61.13,178.54
1790,60.85,185.99
1793,60.53,182.84
1795,60.48,199.19
1796,60.88,187.36
1797,60.45,167.86
1798,60.78,170.39
1799,82.53,221.68
1800,61.07,205.55
1801,60.53,163.05
1802,60.98,175.59
1803,60.38,178.76
1804,60.67,187.31
1805,60.97,172.96
1807,63.82,181.11
1808,60.75,164.45
1809,60.63,174.16
1811,60.65,172.38
1812,60.8,162.06
1813,61.28,168.97
1815,60.57,171.33
1816,60.65,173.38
1817,60.62,176.1
1819,60.82,172.93
1820,60.72,167.25
1821,60.5,186.91
1822,60.77,174.86
1824,60.67,188.99
1825,60.65,174.88
1827,60.68,175.62
1828,61,192.03
1829,61.18,179.46
1830,61.1,173.41
1831,60.53,177.93
1832,60.92,177.45
1833,60.5,199.8
1834,85.2,221.5
1835,62.28,193.16
1836,60.93,179.55
1837,61.12,NA
1838,61.03,173.73
1839,60.82,175.19
1840,61.15,207.92
1841,60.72,227.09
1842,60.83,172.4
1844,60.62,220.1
1845,60.68,179.14
1846,60.6,178.36
1847,60.5,163.73
1848,65.67,201.5
1849,60.67,195.28
1850,60.77,174.16
1851,60.72,177.19
1852,61.02,190.4
1853,62.48,209.27
1854,60.7,178.33
1855,60.6,166.81
1856,62.67,192.06
1857,60.88,174.9
1858,60.72,238.22
1860,60.63,176.71
1861,60.8,180.38
1862,60.63,170.24
1863,60.52,178.67
1865,63.07,176.44
1866,60.88,180.02
1871,60.47,183.9
1872,60.55,163.04
1874,60.52,164.86
1875,60.53,166.61
1876,60.68,168.44
1877,60.67,177.32
1878,60.9,175.93
1879,80.52,180.34
1880,100.65,239.64
1881,61.08,180.63
1882,60.75,177.99
1883,60.77,183.16
1885,60.47,175.23
1886,61.17,180.56
1889,60.58,177.74
1890,60.48,203.59
1891,60.52,175.32
1892,60.88,169.19
1893,60.62,196.24
1895,60.88,171.89
1896,60.83,172.46
1897,60.68,170.38
1899,63,184
1901,60.53,167.89
1902,60.52,179.32
1903,60.9,178.21
1904,61.67,178.78
1906,60.8,172.02
1907,60.8,169.15
1908,60.52,163.84
1909,60.45,172.52
1910,61.8,187.04
1911,60.58,171.74
1912,60.75,179.7
1913,60.63,173.35
1914,60.83,177.12
1915,60.77,166.06
1916,61.62,181.82
1917,60.83,177.14
1918,60.82,175.65
1919,60.55,171.1
1920,60.75,176.37
1921,60.88,172.04
1922,60.92,180.49
1923,61.02,179.9
1924,60.82,175.94
1925,60.98,180.01
1927,60.43,191.03
1928,60.63,170.55
1929,61.02,NA
1930,65.88,196.27
1931,60.65,174.56
1932,60.95,177.7
1933,60.93,178.18
1934,65.7,189.42
1936,60.65,176.07
1937,61.03,179.06
1938,60.93,179.19
1940,60.92,181.29
1942,60.8,179.02
1943,61.15,180.54
1944,60.97,177.5
1946,61.02,186.04
1947,60.48,204.33
1948,60.78,177.52
1949,60.43,170.99
1950,60.97,216.17
1951,61.05,171.54
1952,61.77,175.92
1953,60.53,181.34
1954,60.57,176.59
1955,60.43,170.57
1956,60.62,175.27
1957,60.65,NA
1958,60.98,183.62
1959,60.73,173.8
1960,60.57,170.57
1962,60.85,166.68
1963,60.98,183
1964,66.15,201.75
1965,60.82,168.51
1967,60.88,180.1
1968,100.67,NA
1969,60.93,177.64
1970,63.05,180.08
1971,60.63,179.56
1972,60.8,179.45
1973,64.35,200.37
1974,60.82,183.83
1975,60.68,176.52
1976,60.67,172.58
1979,60.63,158.68
1980,60.67,187.61
1981,60.67,183.01
1982,60.53,187.56
1983,83.05,242.72
1984,60.62,175.09
1985,60.63,177.83
1986,61.12,171.06
1987,60.78,185.44
1988,60.63,201.54
1989,60.82,172.39
1990,60.63,NA
1991,60.72,NA
1993,60.73,187.6
1994,60.73,179.52
1995,60.43,157.37
1996,60.47,170.12
1997,60.52,175.89
1998,60.68,196.85
2000,61.55,180.32
2001,60.82,181.95
2002,61.52,193.3
2003,61.28,165.9
2005,61.35,196.98
2006,61.57,189.69
2007,61.38,203.8
2008,61.23,179.77
2009,61.28,221.42
2010,61.85,180.2
2012,61.08,197.54
2013,61.73,175.66
2014,61.22,162.46
2016,61.1,172.08
2017,66.38,203.01
2020,60.93,187.02
2021,60.95,179.59
2023,61.48,176.52
2024,62.57,205.29
2025,61.27,176.54
2027,61.27,176.81
2028,61.03,176.73
2029,61.4,175.88
2030,61.42,175.87
2031,61.35,202.4
2032,61.42,181.58
2033,61.67,179.91
2034,61.38,169.55
2035,61.3,190.49
2036,61.47,207.61
2037,61.17,193.32
2038,61.15,178.05
2039,61.38,186.08
2040,61.23,185.02
2044,61.33,184.48
2045,61.17,192.66
2046,61,176.57
2047,62.42,176.5
2048,61.05,177.42
2049,61.58,190.95
2050,61.62,175.76
2052,61.03,177.1
2053,61.33,179.68
2055,61.17,179.23
2056,61.63,179.67
2057,60.65,177.17
2058,61.03,176.58
2061,61.32,182.61
2062,60.8,177.21
2063,61.27,177.72
2064,61.23,167.19
2065,60.9,177.82
2066,61.45,191.22
2067,60.85,187.8
2068,61.35,196.5
2069,61.48,180.79
2070,61.7,169.97
2071,61.42,196.31
2072,61.03,177.38
2074,61.63,193.71
2075,60.88,170.57
2076,61.47,183.48
2078,61.08,180.59
2079,61.45,176.15
2080,63.07,180.79
2081,61.22,184.29
2082,61.35,172.63
2083,61.23,174.06
2084,62.32,191.5
2085,61.27,179.8
2086,61.45,176.54
2087,61.45,182.07
2088,63.9,NA
2089,61.42,178.42
2090,61.28,175.75
2091,61.1,176.49
2092,60.58,162.65
2095,62.08,191.28
2096,61.13,183.38
2097,61.5,172.93
2098,61.12,192.19
2099,63.25,197.59
2100,61.4,218.62
2101,61.13,175.39
2102,61.07,182.72
2103,61.52,198.41
2105,64.5,220.42
2107,61.17,161.84
2108,61.25,174.84
2109,61.03,223.1
2110,60.88,185.01
2111,61.2,173.54
2112,61.18,171.71
2113,61.6,172.75
2114,61.15,192.45
2116,61.42,204.5
2117,64.32,193.17
2118,61.65,173.55
2119,61.48,177.98
2120,61,170.44
2121,61.37,182.6
2122,61.37,173.2
2123,61.4,170.26
2124,62.3,180.59
2125,63.03,175.47
2126,61.17,198.08
2128,60.95,182.19
2129,61.37,177.57
2130,61.38,186.22
2131,61.18,177.92
2132,61.18,169.45
2133,62.83,193.55
2134,61.27,178.07
2135,61.47,178.15
2136,61.43,199.64
2137,60.8,174.14
2138,61.17,179.45
2139,61.15,180.86
2140,61.17,184.42
2142,61.47,179.76
2143,61.45,191.9
2144,61,175.89
2145,61.43,171.35
2146,61.5,176.71
2147,61.1,177.79
2148,61.18,176.59
2149,61,168.71
2152,61.22,168.36
2153,61.3,189.11
2154,61.17,172.19
2155,61.4,171.18
2156,61.28,174.85
2157,60.78,186.32
2160,65.28,195.75
2161,61.07,184.81
2162,61.12,176.88
2163,61.85,182.76
2164,64.18,177.11
2165,61.42,238.19
2166,61.03,206.47
2167,61.33,186.1
2168,61.15,175.84
2171,61.15,174.96
2172,61.67,236.81
2173,60.93,192.14
2174,61.63,185.53
2175,61.23,169.29
2176,61.23,175.16
2178,60.93,219.67
2179,61.2,202.45
2180,61.4,188.01
2181,61.55,186.58
2182,61.5,181.02
2183,60.88,174.57
2184,61.2,224.49
2185,61.18,191.87
2186,61.02,180.9
2187,60.82,178.44
2188,61.03,177.6
2190,61.83,183.55
2191,61.37,NA
2192,82.83,240.41
2193,61.07,219.24
2194,61.18,185.28
2195,60.75,185.91
2196,61.23,188.97
2197,61.3,166.37
2198,61.05,179.92
2199,81.15,212.81
2200,61.67,178.13
2201,61.42,185.36
2202,60.98,172.73
2203,61.33,170.67
2204,61.05,177.85
2205,61.6,173.92
2206,61.22,177.59
2207,61.25,183.18
2208,61.47,NA
2209,61.05,219.28
2210,61.47,169.68
2211,61.22,176.12
2213,61.02,183.92
2214,61.1,178.72
2216,61.33,168.93
2217,60.92,NA
2218,64.32,188.43
2219,61.55,246.96
2220,61.48,178.94
2221,61.18,175.37
2222,61.77,206.08
2223,61.37,189.06
2224,61.38,175.23
2225,61.13,199.82
2226,61.73,167.37
2228,61.1,175.66
2229,61.35,177.37
2231,61.25,160.06
2232,61.27,187.02
2234,61.38,176.91
2235,61.1,175.06
2236,61.72,181.61
2237,61.15,192.65
2238,61.88,164.17
2239,60.95,259.23
2240,61.17,188.12
2241,61.12,167.45
2243,61.3,178.87
2245,61.25,174.62
2246,61.77,171.67
2247,61.48,215.3
2248,63.83,176.73
2249,61.75,186.33
2250,61.62,204.27
2251,61.57,180.43
2253,61.45,171.74
2254,61.08,170.36
2256,61.35,175.29
2257,61.22,187.07
2258,61.38,178.61
2259,61.4,189.64
2260,61.28,175.09
2261,61.45,177.61
2262,61.35,175.89
2264,61.55,198.42
2265,61.62,182.97
2266,61.17,189.22
2267,61.23,187.46
2268,61.33,232.04
2269,61.65,179.13
2270,61.12,176.12
2271,61.38,181.56
2272,60.65,174.68
2273,61.53,178.18
2274,61.2,179.77
2276,61.1,178.93
2277,61.18,183.68
2278,61.08,178.59
2279,61.35,180.12
2280,61.47,199.58
2281,61.17,183.89
2283,61.1,178.36
2284,61.47,199.4
2286,61.12,207.83
2287,61.32,183.49
2288,61.6,178.73
2289,80.02,175.2
2290,80.85,198.36
2291,61.47,179.45
2293,60.67,163.29
2294,61.22,177.69
2295,61.23,174.69
2296,61.2,177.73
2297,61.13,183.53
2298,61.1,175.18
2299,61.32,179.28
2300,61.02,184.22
2301,61.63,204.5
2302,61.3,188.43
2303,100.12,228.39
2304,61.43,181.69
2306,62.48,222.91
2307,61.2,180.61
2308,61.63,181.5
2313,61.73,194.85
2314,61.2,236.04
2316,61.63,181.85
2317,61.65,189.74
2319,61.85,223.09
2320,61.33,178.42
2322,61.57,NA
2323,61.68,183.23
2324,61.37,179.61
2325,60.98,177.46
2326,61.33,179.09
2328,61.48,182.07
2329,60.73,189.27
2330,61.7,171.42
2331,61.1,177.94
2332,61.58,189.25
2333,61.08,191.6
2334,61.27,193.97
2335,61.25,165.94
2336,61.08,189.24
2337,61.27,173.78
2338,61.53,174.73
2339,61.02,177.1
2341,61.28,186.89
2343,61.5,164.23
2344,61.07,170.44
2345,61.2,186.61
2346,60.9,171.13
2347,61.07,179.11
2348,61.08,183.34
2349,61.53,175.09
2350,61.3,188.31
2351,61.65,183.68
2352,61.42,188.93
2354,61.35,242.08
2356,61.25,180.76
2359,61.08,172.88
2360,61.62,187.76
2361,61.05,179.85
2362,61.13,199.32
2363,61.23,179.28
2364,61.17,171.86
2365,61.37,179.97
2366,62.53,182.69
2367,63.32,197.08
2368,60.28,168.57
2370,62.12,200.7
2371,61.28,175.36
2372,61.52,193.38
2373,61.13,170.49
2374,60.98,183.85
2375,61.38,204.6
2376,61.75,207.25
2377,60.97,177.47
2378,61.17,176.01
2379,61.15,172.63
2380,61.23,203.56
2381,61.23,198.75
2382,61.47,211.6
2383,60.87,175.32
2385,61.37,174.37
2386,61.47,171.26
2387,61.37,244.84
2388,60.95,189.99
2389,61.12,185.43
2391,60.9,177.63
2392,61.42,193.25
2395,61.77,179.92
2398,61.38,266.53
2399,62.18,189.37
2400,61.13,177.44
2401,61.15,179.34
2402,61.43,182.26
2403,61.33,175.1
2405,61.43,181.58
2406,61.15,196.93
2408,61.35,185.68
2409,61.68,186.8
2410,61.08,190.95
2411,61.05,180.79
2412,61.22,189.19
2413,62.08,188.63
2414,61.3,201.91
2415,61.38,173.36
2416,61.32,173.07
2417,61.08,186.79
2418,61.07,184.54
2419,61.27,186.69
2420,61.33,187.71
2421,61.37,175.66
2423,60.78,179.21
2424,61.07,162.61
2427,61.3,194.6
2428,61.6,184.28
2429,61.33,194.36
2430,61.45,167.3
2431,61.35,190.73
2432,61.15,181
2433,63.73,191.34
2437,60.97,187.91
2438,61.7,175.55
2439,60.93,217.2
2440,61.05,178.45
2441,61.57,195.46
2442,61.12,184.06
2443,61.58,179.09
2444,61.17,174.75
2445,61.52,221.95
2446,61.82,225.72
2447,101.47,NA
2448,61.35,184.68
2449,61.52,192.67
2450,61.52,198.61
2451,61.57,195.74
2452,61.52,175.01
2453,61.53,178.71
2454,66.35,217.2
2455,61.43,190.42
2456,61.53,233.88
2457,61.42,186.76
2458,60.9,176.07
2459,61.35,178.48
2460,61.02,179.09
2462,61.18,179.97
2463,61.8,178.79
2465,61.52,187.18
2466,62.68,187.34
2467,63.05,179.34
2468,61.28,184.82
2471,61.2,180.91
2472,61.05,164.62
2473,61.65,196.03
2474,61.42,208.6
2475,60.98,177.13
2476,61.27,177.46
2477,60.83,199.36
2478,61.02,193.17
2479,61.4,188.18
2480,62.33,192.44
2481,61.83,187.95
2482,61.02,179.05
2483,61.08,185.03
2484,60.98,176.89
2485,60.98,186.04
2486,61.32,178.06
2488,61.42,180.29
2489,61.57,176.6
2490,61.77,172.59
2491,60.82,198.1
2492,61.28,186.92
2494,61.28,196.3
2496,61.02,NA
2498,61.57,179.07
2499,61.12,177.02
2500,61.27,171.45
2501,61.33,178.52
2502,82.82,206.46
2503,63.1,190.88
2504,61.07,180.62
2505,63.08,175.19
2506,61.95,179.13
2507,61.65,174.12
2509,61.45,177.64
2510,61.65,186.05
2511,61.22,198.76
2513,61.15,212.97
2515,61.38,209.74
2516,61.87,180.69
2518,61.02,188.02
2520,61.53,179.48
2521,61.42,178.93
2522,60.87,181.08
2523,61.32,175.49
2525,61.43,178.22
2526,61.35,177.81
2527,61,183.37
2529,61.38,199.7
2530,61.6,191.3
2534,61.63,168.48
2535,61.68,181.85
2536,61.17,177.6
2537,61.1,176.12
2538,61.12,180.44
2539,61.5,189.26
2540,61.07,196.2
2541,61.48,NA
2542,61.22,183
2543,61.32,188.02
2544,61.13,183.65
2545,61.05,173.89
2546,61.12,179.78
2547,61.55,215.42
2548,61.3,195.2
2549,61.38,194.13
2550,61.15,184.52
2552,61.07,178.22
2553,61.67,179.13
2554,61.58,185.78
2555,61.78,168.97
2556,61.5,181.94
2557,61.7,183.15
2558,61.62,183.02
2559,61.28,175.73
2560,61.33,198.7
2562,61.68,167.27
2563,61.43,188.26
2566,61.53,177.42
2567,61.22,190.62
2569,61.17,193.73
2570,61.32,174.31
2571,61.4,180.65
2573,61.45,185.32
2574,61.63,190.58
2576,61.67,177.18
2577,61.27,178.68
2578,61.18,179.79
2579,61.28,170.42
2580,61.42,175.64
2581,61.62,178.02
2583,61.5,184.19
2584,61.13,207.67
2585,61,164.68
2586,61.17,192.18
2587,61.13,169.26
2588,63.12,185.45
2589,62.1,180.4
2591,64.5,188.96
2592,61.23,184.01
2594,61.65,192.18
2595,61.02,177.85
2596,61.68,183.05
2597,61.62,196.18
2598,61.23,180.01
2599,61.58,165.62
2600,61.25,176.79
2602,61.13,178.64
2604,64.65,199.91
2605,61.45,177.22
2606,61.37,176.95
2607,61.52,185.79
2608,61.68,180.56
2609,61.23,188.34
2610,61.52,189.17
2611,61.35,178.07
2612,61.47,174.45
2613,61.57,203.14
2614,61.07,178.57
2615,61.03,173.65
2616,61.12,171.19
2617,61.43,187.22
2618,61.25,236.63
2619,61.52,180.71
2620,61.43,182.84
2621,61.22,188.72
2622,61.3,219.21
2625,80.8,201.39
2626,61.43,176.03
2627,61.5,176.33
2630,61.33,180.48
2631,61.72,183.47
2632,61.67,179.16
2633,61.03,177.73
2634,61.2,166.58
2635,61.57,200.57
2636,61.68,218.66
2637,61.05,178.17
2638,60.7,177.59
2639,61.6,188.06
2640,61.3,177.99
2641,61.08,180.72
2642,61.17,211.74
2644,61.18,171.18
2645,61.7,194.89
2646,61.48,178.54
2648,60.95,190.33
2649,61.6,193.55
2650,60.65,176.86
2651,61.15,171.19
2652,61.2,198.04
2653,62.3,178.74
2655,61.25,179.15
2656,61.8,182.6
2657,61.43,178.24
2658,61.25,178.97
2659,61.47,172.84
2661,61.18,193.35
2662,61.5,179.81
2663,60.73,196.74
2664,61.02,173.75
2665,61.52,175.76
2667,61.33,174.09
2668,62.23,178.06
2669,61.33,190.8
2670,61.52,183.86
2671,63.95,193.95
2672,63.48,197.63
2673,60.97,180.92
2674,61.27,218.07
2675,61.53,207.66
2676,65.33,246.4
2677,61.75,188.78
2678,63.15,181.32
2680,60.98,167.27
2681,61.12,183.8
2682,61.33,281.43
2683,61.4,189.56
2684,61.6,178.24
2685,60.78,177.06
2686,60.98,179.58
2687,65.97,211.74
2688,61.13,182.89
2689,61.5,175.06
2690,61.72,183.83
2691,61.1,174.97
2692,61.32,NA
2693,60.97,180.8
2695,61.18,251.09
2696,61.18,203.5
2697,61.25,174.9
2698,61.22,175.67
2699,61.4,181.92
2700,61.3,182.79
2701,61.57,184.04
2702,66.05,187.78
2703,61.12,178.23
2704,61.43,199.87
2705,60.95,183.89
2706,61.55,197.3
2707,61.37,202.36
2709,61.1,172.74
2710,61.6,179.87
2712,61.37,177.39
2713,61.33,182.36
2714,61.52,178.49
2715,61.73,175.26
2716,61.07,178.75
2717,61.52,178.01
2718,62.08,179.78
2719,61.32,208.61
2720,62.13,192.97
2721,61.77,193.08
2723,63.58,202.53
2724,61.32,191.39
2725,63.63,206.08
2726,61.43,177.75
2727,61.38,176.48
2728,61.6,178.94
2729,61.5,184.89
2730,61.6,189.87
2731,60.88,171.43
2732,61.48,183.21
2733,61.73,186.74
2734,61.25,200.43
2735,61.57,176.47
2736,60.95,177.85
2737,60.73,179.3
2738,61,195.6
2741,61.47,178.95
2742,61.45,186.43
2743,61.23,187.33
2745,61.18,181.81
2746,60.85,180.79
2747,61.12,196.92
2748,61.52,190.83
2749,61.63,188.31
2750,61.08,199.59
2751,61.53,197.51
2752,61.5,191.67
2753,62.43,201.68
2755,61.48,178.26
2756,61.88,182.37
2757,61.32,179.8
2758,60.97,179.26
2759,61.35,180.91
2761,61.78,183.65
2762,61.18,209.29
2763,61.18,182.06
2764,64.62,218.63
2765,61.02,179.24
2766,61.53,175.58
2767,61.25,246.98
2768,61.1,214.47
2769,61.02,172.47
2770,61.47,182.76
2771,61.52,214.12
2772,62.75,NA
2773,61.17,170.51
2774,61.62,187.87
2775,61.55,209.8
2776,61.28,178.42
2779,61.23,180.71
2781,61.75,182.26
2782,61.32,174.43
2783,61.05,197.94
2785,61.45,175.83
2786,61.05,187.95
2787,61.12,181.49
2788,61.48,214.67
2789,61.17,183.13
2790,61.62,178.58
2791,61.37,201.61
2792,61.3,174.39
2793,60.98,183.53
2794,61.2,174.63
2795,61.3,191.74
2796,61.2,187.16
2797,61.33,181.04
2798,61.12,176.29
2800,61.48,170.75
2801,85.73,193.86
2802,60.98,186.57
2803,61.4,178.49
2804,61,173.56
2805,61.42,173.63
2806,61.4,183.01
2807,61.32,179.56
2808,61.05,201.24
2809,61.17,170.94
2810,61.42,181.32
2811,61.72,185.67
2812,61.72,185.7
2813,61.58,273.33
2814,61.25,201.3
2815,61.13,189.95
2817,61.18,167.08
2818,61.15,205.36
2819,61.13,168.32
2820,61.02,179.33
2821,61.6,176.47
2823,61.58,197.16
2824,60.53,196.31
2825,61.15,233.28
2827,61.3,175.3
2830,61.43,176.33
2831,61.55,180.28
2832,66.38,191.99
2833,61.32,188.29
2834,61.15,177.74
2835,60.93,187.49
2837,62.27,201.69
2838,61.2,179.33
2839,61.4,195.28
2841,61.47,174.66
2842,61.63,NA
2843,61.3,175.82
2844,60.4,168.39
2845,61.07,175.71
2847,61.22,169.02
2849,61.5,186.83
2850,61.55,217.18
2851,61.78,178.66
2852,61.52,NA
2853,61.13,179.03
2855,61.28,178.01
2856,61.63,176.69
2857,61.47,187.09
2858,61.68,170.1
2859,61.38,180.94
2860,61.47,195.48
2861,61.48,198.37
2862,61.6,182.13
2863,61.22,171.84
2864,61.1,174.59
2865,65.3,210.22
2866,61.78,196.48
2867,61.35,177.08
2868,61.3,220.91
2869,60.27,183.2
2870,61.37,173.37
2871,61,188.97
2872,61.12,181.59
2873,61.28,187.95
2874,61.32,191.03
2875,61.07,226.86
2876,61.95,188.93
2877,61.42,181.45
2878,64.48,208.26
2879,61.2,178.56
2880,81,208.26
2881,61.4,182.81
2882,61.25,185.82
2883,61.13,186.47
2884,61.28,176.16
2886,61.25,237.68
2888,61.48,170.56
2889,61.35,182.89
2890,61.53,183.96
2891,61.27,170.82
2894,61.65,177.32
2896,61.18,195.27
2897,61.17,NA
2898,63.02,190.8
2899,61.27,184.52
2901,61.52,194.33
2903,61.45,179.41
2904,61.28,184.08
2908,61.08,189.73
2909,61.42,180.83
2911,60.95,166.38
2912,61.4,184.26
2913,61.25,177.18
2914,60.98,176.28
2915,61.4,189.6
2916,61.35,191.56
2917,61.48,NA
2918,60.88,183.21
2919,61,181.97
2920,61,174.25
2922,61,200.1
2923,61.23,182.58
2924,61.28,187.19
2925,61.75,181.28
2926,60.9,177.29
2927,61.42,196.11
2928,61.32,179.17
2929,61.22,186.24
2930,61.27,176.98
2931,62.43,250.24
2932,60.95,186.5
2933,61.5,178.79
2934,61.42,209.76
2935,61,178.18
2936,61.52,183.36
2937,61.17,177.97
2938,61.65,213.81
2939,61.77,177.77
2942,61.58,180.84
2943,61.52,187.58
2944,61.02,180.06
2945,61.32,207.65
2946,61.32,174.39
2947,61.62,175.76
2948,60.98,183.49
2949,61.4,NA
2950,61,182.5
2952,61.33,188.63
2953,61.37,174.8
2954,61.43,177.2
2956,62.73,190
2957,61.38,182.26
2958,61.17,174.4
2959,80.73,NA
2960,61.6,169.95
2961,61.12,185.94
2962,61.13,179.78
2963,61.53,175.9
2964,61.25,181.08
2965,61.48,195.41
2966,61.1,174.04
2967,61.45,161.76
2968,61.03,199.22
2969,61,187.16
2970,61,183.72
2971,61.6,196.23
2974,61.2,175.09
2975,61.4,207.26
2976,61.33,223.95
2978,61.38,204.97
2979,61.1,183.92
2980,61.3,215.93
2981,61.43,194.16
2982,60.97,169.83
2983,61.4,178.34
2984,61.1,177.07
2985,61.2,174.34
2986,61.18,191.29
2987,61.07,189.75
2988,61.17,185.7
2989,61.48,179.13
2990,61.22,191.69
2991,60.72,166.08
2992,60.97,170.4
2993,61.55,219.03
3000,61.67,189.56
3001,61.9,181.8
3002,61.98,180.83
3003,62.22,208.12
3004,61.95,177.92
3005,62.08,214.41
3006,63.57,200
3007,62.4,176.26
3008,62.07,180.07
3009,61.97,174.08
3010,62.18,216.83
3011,62.32,187.38
3012,61.72,197.81
3014,61.78,196.96
3015,61.97,196.92
3016,61.97,169.14
3017,63.02,195.09
3018,61.9,187.24
3019,62.17,191.45
3020,62.28,187.68
3021,62.05,202.45
3022,80.5,207.21
3023,62.2,237.77
3024,61.57,194.35
3025,61.95,194.59
3026,61.77,182.55
3027,62.3,179.86
3028,65.77,221.14
3029,61.6,173.86
3030,61.72,184.24
3031,61.65,203.09
3032,61.68,208.85
3033,61.77,NA
3034,61.93,187.42
3036,61.62,179.66
3037,61.85,188.1
3039,62.52,180.9
3040,62.13,204.12
3041,83.27,244.31
3042,62.1,162.65
3043,62.23,198.19
3044,61.77,174.71
3045,64.9,198.71
3046,61.73,175.36
3047,62.4,185.78
3050,61.53,170.34
3051,61.77,179.14
3053,61.83,195.23
3054,61.75,183.03
3055,64.55,192.85
3056,61.73,190.03
3057,61.82,181.15
3058,62.25,186.7
3060,61.72,178.17
3062,62.02,183.68
3063,63.47,178.06
3065,62.47,179.63
3066,61.85,191.72
3067,61.92,189.89
3068,63.47,183.45
3069,61.47,196.03
3070,61.62,184.3
3071,61.88,182.98
3072,62.03,206.49
3073,61.97,183.57
3074,62.53,184.15
3075,61.67,184.33
3076,62.33,251.72
3077,62.05,188.04
3080,62.12,176
3081,62.83,198.31
3082,62.3,188.29
3083,62.55,187.47
3084,86.98,NA
3086,61.72,175.39
3087,61.45,187.02
3088,61.82,183.12
3089,62.05,184.34
3093,61.85,177.73
3094,61.8,172.51
3095,62.43,196.01
3096,61.8,179.57
3097,62.2,172.77
3098,62.03,180.48
3099,61.92,192.27
3101,62.45,197.85
3102,61.73,185.62
3103,62,205.17
3104,61.95,187.88
3105,61.83,183.36
3106,62.63,173.94
3107,61.72,232.61
3110,61.63,186.29
3111,61.82,199.8
3112,82.4,211.26
3113,61.03,184.38
3115,61.97,179.39
3116,61.68,188.5
3117,62.27,201.67
3118,62.1,198.57
3120,61.77,187.03
3121,61.9,190.45
3122,61.7,191.87
3123,62.43,195.75
3124,61.63,184.86
3125,61.82,191.39
3126,62.35,195.68
3127,61.72,180.06
3129,61.85,176.36
3130,62.2,194.12
3131,62.32,194.34
3132,61.8,185.4
3133,62.2,186.12
3134,62.32,177.06
3135,61.88,184.38
3136,61.78,185.33
3137,62.3,203.81
3138,61.85,180.82
3139,62.13,183.88
3141,62.15,195.7
3142,83.25,229.33
3143,62.23,180.17
3144,61.32,178.53
3145,62.23,176.32
3147,61.75,181.32
3149,62.37,187.34
3150,60.9,178.28
3151,61.75,187.44
3152,61.77,185.86
3154,61.95,180.98
3156,61.95,180.49
3157,61.87,190.07
3159,61.87,181.78
3160,61.97,187.44
3161,62.22,202.67
3162,61.72,181.28
3163,62.3,176.09
3165,61.78,192.76
3166,62.03,192.32
3168,61.68,196.3
3169,61.9,184.39
3170,61,194.67
3171,64.87,263.79
3173,62.22,176.86
3174,61.55,202.56
3175,62.17,176.26
3176,62.2,194.74
3177,61.93,181.98
3178,62.1,176.15
3179,62.12,189.56
3180,62.17,179.13
3181,61.82,172.91
3182,61.82,197.05
3183,61.7,177.46
3184,61.87,186.93
3185,61.63,185.33
3186,62.08,193.03
3187,62.27,190.21
3188,62.18,185.49
3189,61.85,181.56
3190,62.35,188.7
3191,61.85,173.69
3192,62.38,178.31
3193,61.72,206.86
3194,62.88,184.52
3196,61.72,172.98
3197,62.35,176.68
3199,62.05,180.8
3201,63.48,177.36
3203,60.1,193.93
3204,61.98,176.55
3208,62.13,176.34
3209,100.65,NA
3210,61.73,193.77
3211,64.9,206.87
